File:20200605-112238_DecaWaveAllAccum.log, created by DecaRanging MP Version 3.05 (build:Oct  7 2015, 15:44:09)
Mode: 1, Chan 2, Code 9, PRF 64, Plength 1024, DataRate 1, PAC 2, ic:40818a82, ucode:xxxx, antdl:80A5

TX Frame TimeStamp Raw  = 14 A6EB7A52
   Adding Antenna Delay = 0014 A6EB7A52
FC Tx time = 1.388155361860227e+000

10 49 Rx time = 1.538156403777294e+000 16E2367E62

10 49 Rx time(un) = 1.538156642628205e+000 16E236BA00

txdly 4052 rxdly 4052
RX DATA: 41cc49cade828a46803b994011b38646803b0542111002000073090000006257

RX OK WInd(0735), HLP(0748.9375), PSC(0541), SLP(0000.0000), RC(0016 E2367E62), DCR(0), DCI(0), NTH(0378), T(81AB), RSL(-083.8450), FSL(-089.6506), RSMPL(27)
Accum Len 1016
122, -116
-16, -119
-41, 103
59, 130
178, 45
156, 89
-22, 57
-48, 70
2, 70
80, 146
21, 171
28, 152
121, 230
213, 233
198, 162
12, 95
160, -40
188, -18
102, 173
-10, 152
-161, 164
-79, 240
-62, 13
-60, -98
159, 7
361, 149
204, 180
-15, 221
-109, 154
70, 90
230, 147
144, 251
83, 210
135, -36
151, -137
-17, 73
-73, 241
-8, 225
-1, 4
99, 27
110, 263
123, 283
88, 200
72, 108
156, 110
248, 251
164, 260
95, 200
175, 132
198, 16
87, 46
91, 233
238, 212
215, 60
24, -55
214, 104
170, 179
159, 67
11, 56
18, 156
63, 211
94, 192
-86, 227
-54, 371
163, 328
294, 200
286, 125
187, 83
99, 52
166, 47
73, -43
56, -44
-35, 87
110, 185
147, 282
161, 182
175, 94
15, 136
-15, 99
80, 151
164, 92
140, -35
69, 91
239, 234
277, 188
207, 56
181, -40
312, 63
216, 177
69, 143
3, 67
124, 177
144, 216
135, 180
296, 76
199, 166
132, 182
30, 207
28, 152
110, 221
97, 187
175, 162
240, 240
140, 204
155, 61
75, 99
-7, 89
139, 192
232, 256
132, 128
77, 84
137, 143
195, 228
95, 112
-16, 60
-44, 61
98, 167
243, -2
265, -117
150, 122
-52, 81
14, 57
270, 112
248, 19
59, -41
-24, -106
166, -81
106, 127
83, 194
104, 35
108, 51
160, -6
269, 190
230, 299
151, 230
195, 120
267, 137
281, 106
105, 79
7, 104
19, 44
120, 180
284, 78
147, 109
163, 125
65, 119
87, 84
136, 63
85, 220
139, 249
211, 145
191, 102
193, 133
186, 235
128, 237
168, 195
275, 117
262, 185
215, 211
298, 171
232, 126
96, 291
19, 326
-8, 163
93, 93
192, 203
259, 231
162, 236
38, 181
-71, 56
82, 56
316, 104
144, 205
82, 206
37, 199
106, 200
80, 44
62, 95
193, 118
339, -6
220, 121
32, 328
-134, 299
35, 163
185, 22
221, 137
-31, 243
5, 89
156, 134
238, 124
250, 189
-71, 73
-59, 105
98, 143
233, 59
204, 76
110, 77
64, 250
-25, 216
-53, 32
-61, -55
-43, 47
114, 189
93, 207
41, 201
76, 175
15, 45
122, 48
86, 52
-45, 163
-113, 166
-37, 137
158, 105
115, 115
-83, 191
-1, 249
114, 123
153, 175
81, 160
24, 117
66, 111
129, 267
132, 245
2, 259
-1, 210
117, 194
68, 142
200, 264
87, 348
-114, 158
-68, 208
34, 250
-42, 222
12, 178
30, 161
46, 231
97, 130
155, 90
62, 120
-40, 83
48, -4
165, 53
75, 242
-95, 301
45, 151
73, 125
36, 160
-32, 108
87, 63
145, 112
77, 252
87, 224
150, 128
158, 112
144, 35
132, 191
120, 238
96, 226
49, 166
148, 211
58, 188
20, 95
-45, 44
-118, 113
37, 279
133, 173
238, -105
200, -103
119, 218
107, 234
120, 108
182, 52
328, 78
291, 68
64, 131
102, 156
91, 212
96, 175
26, 153
67, 138
147, 30
106, 12
128, 38
78, 215
25, 245
15, 164
128, -83
207, 101
106, 171
72, 90
88, -13
59, -93
171, 8
161, 206
94, 130
89, 122
289, 38
236, -54
96, 92
92, 161
165, 71
140, 61
153, 39
123, 206
87, 60
108, 85
113, 73
29, -16
-51, 38
162, 33
158, 16
222, 78
109, 98
-2, 185
-21, 80
27, 56
39, 118
-30, 178
-60, 47
15, 232
92, 184
120, 30
165, 94
105, 119
163, 121
159, 72
104, -37
50, -63
137, 25
83, 61
62, 117
120, 110
83, 72
127, 153
191, 155
148, 179
60, 66
108, 140
197, 170
144, 255
14, 235
12, 40
129, -18
147, 15
176, 24
191, 28
124, 201
87, 222
57, 175
-108, 160
-32, 154
151, 209
177, 131
95, 157
-33, 106
44, 87
157, 122
233, 203
30, 271
96, 120
71, 142
83, 181
109, 107
46, 98
19, 192
67, 136
186, 91
211, 146
36, 204
-63, 206
25, 66
221, 84
237, 147
103, 4
-5, -91
215, 30
198, 63
69, 97
15, -69
-23, 34
47, 166
51, 99
50, 84
-24, -36
116, 76
87, 113
215, 96
206, 131
226, 215
169, 311
12, 237
-63, 120
68, 109
201, 97
73, -15
-62, 15
-102, 13
57, 157
146, 147
85, 158
35, 85
22, 128
-19, 179
7, 123
59, 71
173, 60
118, 123
98, 121
88, 119
140, 112
205, -2
75, -67
15, 33
47, 234
146, 65
266, 40
42, 141
27, 136
-9, 71
11, 24
76, 94
2, -10
-57, 34
69, 79
56, 119
46, 81
66, 114
-8, 234
38, 125
2, 95
68, 204
248, 209
235, 117
47, 76
-18, 31
30, 108
134, 75
-56, 91
-80, 130
62, 162
293, 126
142, 85
-56, 165
36, 157
84, 128
151, 62
166, 101
-27, 30
-77, 13
0, -55
1, 38
37, 19
117, 125
40, 86
-116, -33
-111, 111
-35, 134
139, 109
123, 34
120, 18
69, 100
97, 111
40, 97
