File:20200523-164848_DecaWaveAllAccum.log, created by DecaRanging MP Version 3.05 (build:Oct  7 2015, 15:44:09)
Mode: 1, Chan 2, Code 9, PRF 64, Plength 1024, DataRate 1, PAC 2, ic:40818a82, ucode:xxxx, antdl:80A5

TX Frame TimeStamp Raw  = E6 266A1652
   Adding Antenna Delay = 00E6 266A1652
16 Tx time = 1.546986060224484e+001

10 07 Rx time = 1.561986131194286e+001 E861B4C776

10 07 Rx time(un) = 1.561986155448718e+001 E861B50400

txdly 4052 rxdly 4052
RX DATA: 41cc07cade828a46803b994011b38646803b054211100200002b000000002161

RX OK WInd(0735), HLP(0747.1250), PSC(0306), SLP(0000.0000), RC(00E8 61B4C776), DCR(0), DCI(0), NTH(06B6), T(81AA), RSL(-079.2982), FSL(-082.9186), RSMPL(18)
Accum Len 1016
-38, 79
-19, 3
102, 31
88, 41
-44, 88
-34, 67
-27, -13
29, -33
-115, -34
-116, -13
-100, -12
66, 26
191, 107
14, 43
6, 0
43, -11
65, -83
97, -16
-131, -31
-185, -99
111, 132
-39, 194
30, 36
80, -103
-187, -142
-133, -89
71, -92
187, 108
-20, -36
73, -86
-27, -18
29, 55
351, 158
268, 113
-105, 42
220, 132
189, 80
-52, 27
-96, 32
57, 17
352, 48
247, 69
92, 100
61, 6
72, -9
82, 13
12, 62
-46, 74
-36, -75
18, -112
60, -58
-241, -101
-193, -19
35, 31
136, 23
34, -2
-77, -5
-35, -68
62, -36
198, 132
-119, 70
36, -9
67, -44
116, -37
321, 142
158, 202
102, 217
-131, -60
-58, -47
104, 89
223, 112
28, 36
-59, -62
22, -90
204, -22
-118, -20
-59, 28
70, 62
179, 86
58, -5
0, -9
-4, 16
122, 22
55, -24
40, -14
-8, 46
-39, 33
33, 10
-46, -79
1, -52
-40, -53
-48, 19
8, 36
69, 28
109, -8
69, -3
51, 54
27, 66
86, 62
96, 89
133, 115
11, 83
65, 71
95, -47
117, -99
61, -5
155, 110
30, 2
-64, -45
-19, 55
-31, 12
34, -13
31, -16
20, -23
-63, -49
23, 70
12, 1
143, -69
119, 47
7, 108
202, 222
265, 138
104, 62
245, 178
200, 43
97, -80
-35, -61
26, 53
202, 135
137, 80
-108, 63
8, -5
114, -28
138, -46
55, 17
-30, 57
-117, -63
-45, -160
-69, -185
214, 167
175, 116
78, -39
-98, -48
17, 30
120, 152
19, 160
-93, 68
19, 51
130, 27
175, 3
126, 109
-13, 86
160, 52
221, 51
278, 88
107, 68
20, -64
96, 40
96, 144
-41, 100
102, 2
142, -22
281, 61
46, 43
-43, 24
63, 64
74, 46
82, -23
186, 26
81, 72
-2, 91
-43, -22
-158, -23
-32, 21
-27, -2
37, 8
72, 10
45, -44
67, 21
78, 12
14, 7
-4, 55
26, 3
63, 13
-34, 49
-37, 36
54, 41
94, 46
102, 20
52, 43
17, 39
57, -13
145, 40
115, -1
135, 44
44, 31
-90, -13
121, -43
151, -11
42, 36
53, 97
35, 60
-43, 47
-86, -39
217, 121
7, 127
49, 54
63, -24
-218, -53
-121, -69
197, -60
85, 2
-227, -79
30, 19
85, 73
43, 15
4, -4
12, -33
109, 5
-139, -95
-52, 40
-16, 81
30, 10
22, -41
-202, -104
-162, -117
23, -90
180, 121
-187, 34
-49, 30
-23, 18
101, -3
334, 127
223, 167
148, 185
322, 174
117, 48
26, -22
-61, -23
64, -8
130, 5
50, 34
-169, 3
-2, 14
52, 27
17, 14
48, 31
32, 26
30, -20
39, 15
119, 23
270, 173
3, 30
39, 19
-2, 17
37, 33
98, 166
60, 118
-98, 74
261, 140
