File:20200603-151756_DecaWaveAllAccum.log, created by DecaRanging MP Version 3.05 (build:Oct  7 2015, 15:44:09)
Mode: 1, Chan 2, Code 9, PRF 64, Plength 1024, DataRate 1, PAC 2, ic:40818a82, ucode:xxxx, antdl:80A5

TX Frame TimeStamp Raw  = D9 8CE0AC52
   Adding Antenna Delay = 00D9 8CE0AC52
15 Tx time = 1.462295043397561e+001

10 07 Rx time = 1.477295138180464e+001 DBC82B98E6

10 07 Rx time(un) = 1.477295162660256e+001 DBC82BD600

txdly 4052 rxdly 4052
RX DATA: 41cc07cade828a46803b994011b38646803b05421110020000170500000097ac

RX OK WInd(0735), HLP(0743.3750), PSC(0573), SLP(0000.0000), RC(00DB C82B98E6), DCR(0), DCI(0), NTH(03AC), T(83AC), RSL(-083.3476), FSL(-089.1980), RSMPL(24)
Accum Len 1016
205, 100
243, 168
260, 207
152, 39
-36, 15
-166, 37
106, 145
263, 29
122, -43
128, 139
126, 245
143, -26
105, -149
190, -94
135, 115
205, 102
91, 27
177, 106
124, 194
121, 248
56, 42
57, 16
227, 129
221, 25
87, -182
82, -109
123, 168
248, 342
198, 155
191, 100
205, -28
78, 97
20, 259
212, 349
238, 293
200, 135
126, 40
11, 87
147, 69
212, -58
65, -111
-40, -77
181, 251
160, 294
87, 109
7, 23
-3, 117
99, 174
21, 198
-23, 220
38, 270
213, 78
170, -55
73, 73
36, 180
60, 61
223, 119
268, 250
259, 283
142, 190
135, 16
179, 22
196, -36
308, 57
221, 103
228, 88
143, 138
203, 91
284, -38
273, -12
152, 85
85, 182
261, 99
255, 78
100, 113
64, 18
86, 111
-14, 165
100, 100
114, 58
101, 15
142, 59
206, 201
205, 68
89, 173
97, 273
28, 65
95, -40
99, -32
-25, 84
37, 104
109, -122
191, -113
136, -2
191, 2
63, -57
0, 113
11, 114
95, 62
34, 62
5, 55
124, -82
323, -69
321, 18
124, 93
-47, 111
84, -45
158, 61
233, 183
64, 152
83, 53
-11, 6
52, 47
212, -55
175, 86
137, 206
-29, 194
2, 171
44, 82
62, 129
52, 139
6, 130
-3, 96
132, 85
151, 124
-119, -10
-129, -49
10, -102
254, 71
205, 98
65, 98
108, 78
152, 2
84, 78
54, 117
86, 154
86, 181
-64, 21
24, 23
129, 59
162, 51
127, 23
-98, -81
-76, -54
3, -107
76, 63
-2, 218
-27, 219
-8, 171
125, 102
249, 12
3, 83
57, -76
13, -173
75, -13
41, 151
80, 73
-20, 5
-70, 39
44, 28
214, -25
100, 41
24, 67
-86, 105
-5, 177
188, 92
166, 24
77, -13
107, 121
47, 358
-15, 357
87, 46
120, -38
73, -4
146, 158
231, 123
270, 100
57, 92
21, 96
15, 142
42, 187
71, 276
94, 267
70, 175
333, 157
94, 7
-18, 22
56, 92
106, 119
41, 112
113, 65
74, 46
121, 58
118, 49
85, 54
121, 23
189, 104
7, 228
24, 226
30, 268
30, 156
-2, 130
107, 95
74, 105
-5, 56
-80, 4
32, -3
101, 67
87, 262
143, 218
39, 56
22, -121
26, 151
57, 96
40, -25
-18, 0
68, 8
128, 4
130, 223
-110, 242
-84, 132
5, 154
170, 115
226, -19
78, 1
120, 123
140, 212
148, 236
39, 56
74, -78
93, 93
207, 138
66, 66
100, 1
106, 69
45, 307
21, 265
111, 119
89, 95
89, 39
-26, 106
28, 48
188, 15
217, 103
14, 67
-64, -45
-32, -13
162, 4
167, 126
118, 30
11, -97
64, -81
-29, 11
-39, 87
15, 72
7, 24
113, 54
111, 147
56, 188
163, 110
154, 86
147, 91
128, 54
-37, -29
-29, 25
15, 105
78, 175
174, 190
91, 58
-95, 17
-30, 77
133, 71
213, 165
72, 239
-6, 128
103, -7
71, -24
47, 140
2, 88
-14, 27
-44, 20
170, 150
112, 180
70, 84
56, 43
141, -26
100, -8
137, 49
38, -10
-36, -58
161, 59
239, 189
199, 28
138, -4
-13, -23
-56, -35
-62, 71
82, 200
99, 61
223, -105
216, -73
162, 56
-1, 112
-19, 76
-25, -158
25, -117
121, 144
141, 285
248, 187
166, 137
-66, 116
29, 68
98, 101
104, 72
-19, 167
33, 154
146, 95
-8, 38
12, 50
-23, 121
-135, 183
26, 293
95, 164
18, 85
29, 3
70, 62
147, 170
3, -3
38, -215
87, -287
83, -23
13, 183
6, 190
41, -8
35, 97
99, 165
265, 97
136, 112
38, 19
51, 1
56, 89
-54, 181
45, 104
118, 20
134, 38
80, 103
121, 13
140, 18
100, 119
91, 70
6, 66
-10, 100
14, 169
3, 314
37, 127
61, 92
88, 84
171, 72
106, 149
16, 109
3, 72
78, -64
127, -78
171, 108
35, 160
-19, 174
88, 114
201, -31
22, -29
35, 40
-6, 59
36, 100
223, 73
105, 128
-5, 151
12, 130
144, 157
93, 139
2, 44
-89, 25
-26, 10
111, 97
182, 211
39, 56
-34, -75
48, 4
132, 117
196, 88
66, 46
34, 102
174, 112
163, -67
88, -57
-8, 147
-14, 266
18, 50
105, -119
25, 22
87, 110
202, 191
332, 63
213, 24
90, 71
70, 136
5, 207
70, 70
58, 17
-14, -48
-61, -28
59, -42
86, -52
205, 114
185, 303
47, 242
-22, 122
30, 0
-15, 23
-4, 30
57, 54
102, -96
116, -11
-22, 83
-170, -62
-20, 7
-31, 122
-7, 214
13, 292
6, 98
59, -106
77, 6
85, 154
207, 227
111, 188
69, 162
-83, 177
-30, 56
67, 107
-6, 108
-27, 50
196, 105
260, 46
204, 84
165, 218
32, 152
-74, -79
96, 29
198, -3
150, 39
-18, 179
-35, 224
173, 136
222, 154
96, 217
-51, 146
-25, 49
166, 37
113, 55
-23, 143
91, 153
67, 212
-128, 101
-35, 184
81, 337
195, 244
65, 65
62, -58
92, -13
131, 82
123, 99
109, 2
158, -68
179, -3
122, 98
136, 139
116, 103
2, 106
-7, -49
43, 46
111, 154
-47, 65
62, 76
54, 243
117, 259
23, 131
-14, 101
-45, 64
-59, 5
116, -8
221, -66
209, 31
190, 80
5, 45
-61, 64
-10, 20
11, -58
88, 63
234, 288
145, 313
99, 190
149, 92
24, 61
18, -17
148, -133
187, -142
88, -168
79, -66
89, 78
86, 245
179, 196
176, 161
104, 65
-2, 119
-80, 118
248, 73
260, -71
70, -88
45, 88
149, 196
102, 40
43, -51
23, -29
194, 123
192, 210
146, 177
73, 169
178, 65
115, -54
72, 87
-10, 76
4, 110
-16, 99
65, -9
56, -16
66, 95
147, 188
30, 137
-95, 84
-102, 59
-25, 122
-17, 94
24, 12
-19, -46
26, 128
82, 188
142, 86
-43, -96
21, 117
17, 152
124, 143
14, 81
-2, -47
98, 171
289, 220
118, 173
46, 43
17, -25
26, -53
41, 40
133, 83
27, -1
32, -20
22, 12
131, 57
300, 65
42, 71
4, 79
185, -13
216, -112
62, 73
-77, 170
119, 13
208, -42
189, 103
54, 169
-25, 213
23, 198
137, 177
122, 119
69, -6
58, 81
-13, 264
-23, 156
-85, 81
152, 12
178, 53
154, 150
53, 138
2, 119
117, 111
165, 131
117, -2
-20, 92
1, 98
10, -34
171, -45
146, 123
17, 157
61, 124
49, 47
171, 128
120, 222
139, 147
61, -11
90, 33
151, 74
126, 219
141, 83
153, -49
237, -79
211, 40
142, -2
-34, -38
-55, 53
-95, 8
39, 46
131, 81
276, 210
245, 187
268, 60
89, -58
38, -46
-21, 68
37, 130
107, 104
25, 111
85, 75
124, 211
-19, 209
68, 193
165, 76
218, 59
128, 78
136, 118
209, 39
109, -21
69, 84
21, 111
-8, 82
108, 45
122, 104
104, -70
32, -48
18, 46
205, 179
178, 179
26, -9
72, -11
-2, 69
-50, 131
91, 30
119, -56
64, 136
51, 104
-14, -10
-8, 38
114, 119
169, 124
-28, 246
-133, 146
-115, 7
-43, -35
7, 65
-30, 54
-8, 116
58, 81
190, 15
167, 154
62, 288
48, 50
26, -54
129, -94
52, 34
-14, 105
108, 69
278, -18
104, -45
-22, 4
17, -64
81, -87
107, 44
134, 65
30, 172
23, 162
50, 153
120, 165
193, 231
114, 165
-16, 13
-54, 52
194, -10
347, -78
432, -69
362, 50
41, 62
-62, 60
-79, 330
141, 134
222, 43
118, 22
-4, -37
-129, 94
-98, 100
21, 48
-15, 61
-57, 107
41, 118
102, 81
2, 211
-68, 280
58, 164
94, -11
178, 78
102, 42
53, -80
32, -95
3, 21
47, 216
113, 266
64, 322
-4, 148
58, 115
213, 143
148, 200
-45, 265
75, 236
101, 196
129, 57
170, 98
174, 47
129, 155
155, 93
85, 82
62, 102
77, 140
26, 105
70, -40
166, -66
207, -51
221, 100
185, 159
93, 85
76, -47
633, -589
4592, -3389
13257, -7624
16439, -6707
5738, 916
-7010, 6503
-6735, 5586
506, 2820
2825, 679
611, -1246
-1667, -779
-2862, 1222
-187, 1990
4880, 1228
4874, -963
-919, -4552
-3814, -5656
-938, -2710
618, -1116
-1436, -4915
-3557, -8188
-4823, -3526
-4135, 3985
-1681, 4020
-831, -834
-2976, -251
-4288, 5334
-1552, 5519
3216, -1802
5687, -6515
4687, -2943
1622, 593
-1475, -2303
-2134, -4913
199, -748
2831, 3917
2077, 2626
-2613, -1211
-4657, -1384
391, 2515
5467, 6663
2778, 7859
-1918, 6179
-568, 5066
2590, 6084
825, 6251
-3674, 3116
-6671, -1008
-7313, -1925
-4892, 244
-119, 1270
3057, 773
2713, 683
693, 2480
-441, 4525
-951, 4636
-1555, 750
-1833, -5269
-2157, -7714
-1880, -4114
69, 1167
2372, 3121
2114, 1018
-113, -1017
-986, 857
-353, 3633
292, 1339
951, -3775
2368, -4507
3463, -41
2343, 3412
-724, 3034
-3348, 1370
-3642, 732
-1651, 203
-148, -406
-417, -608
-1483, -1686
-1280, -3561
50, -3546
1365, -1474
2037, 283
2428, 108
1909, -653
326, -320
-955, 383
-303, 369
691, 151
-12, -39
-1831, -637
-2362, -1521
-1661, -723
-1967, 1644
-2609, 2112
-1591, -20
123, -849
255, 1359
-466, 2762
140, 1249
1276, -909
1120, -740
7, 548
-407, 494
273, -459
1042, -92
929, 1511
535, 1657
395, -509
434, -2513
24, -1405
-763, 1383
-1648, 2736
-1310, 761
-313, -2065
646, -2185
1089, -47
456, 1472
-1361, 593
-2617, -1552
-2097, -2783
-827, -2280
-362, -740
-473, -37
-561, -845
-59, -1955
838, -1550
1237, 558
690, 1828
-274, 1238
-669, 150
-266, -246
480, 163
672, 533
270, -73
-88, -962
152, -1227
331, -94
-104, 1195
-591, 938
-277, -302
814, -1302
1121, -749
340, 621
-368, 891
138, -184
724, -1164
425, -1090
-108, -620
155, -385
411, -31
-301, 903
-719, 1630
388, 1302
1632, 464
1347, -313
76, -356
-416, 18
259, 272
782, 542
328, 779
-120, 669
371, 142
1038, -217
707, 231
-435, 618
-671, 486
74, 712
501, 635
419, 135
